STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,SEX,Sex,AGE,Age,ATTAINMENT_LEV,Educational attainment level,EDUCATION_FIELD,Field of education,MEASURE,Measure,INCOME,Income,BIRTH_PLACE,Place of birth,MIGRATION_AGE,Age at migration,EDU_STATUS,Education status,LABOUR_FORCE_STATUS,Labour force status,DURATION_UNEMP,Unemployment duration,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,WORK_TIME_ARNGMNT,Work time arrangement,QUESTIONNAIRE,Questionnaire name,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,BEL,Belgium,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,39.39927292,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,NOR,Norway,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,23.110466,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,HUN,Hungary,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,29.46634674,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,COL,Colombia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,33.873806,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,G20,G20,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,,,O,Missing value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,G20,G20,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,,,O,Missing value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,GRC,Greece,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,47.87234879,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,NLD,Netherlands,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,41.86574936,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,MEX,Mexico,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,55.69816971,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,ITA,Italy,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,42.58736801,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,MEX,Mexico,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,28.47588921,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,35.72671127,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,28.74621201,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,COL,Colombia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,29.16225624,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,PRT,Portugal,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,24.28388977,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,AUT,Austria,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,36.2142868,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,CRI,Costa Rica,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,20.2641449,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,BGR,Bulgaria,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,30.37030792,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,OECD,OECD,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,23.66172037,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,SVK,Slovak Republic,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,6.215913296,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,OECD,OECD,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,18.83026621,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,AUS,Australia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,15.43981552,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,DEU,Germany,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,54.75814438,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,LTU,Lithuania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,45.61509323,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,LVA,Latvia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,11.62356091,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,G20,G20,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,,,O,Missing value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,PRT,Portugal,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,27.89471436,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,CRI,Costa Rica,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,26.76126862,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,ISR,Israel,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,11.38572216,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,ROU,Romania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,61.79627609,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,OECD,OECD,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,39.18903522,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,SVN,Slovenia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,25.31645584,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,CHE,Switzerland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,5.515247345,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,CZE,Czechia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,38.25292969,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,NZL,New Zealand,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,42.07169342,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,MEX,Mexico,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,38.85329437,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,ITA,Italy,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,13.9394331,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,BEL,Belgium,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,14.12745571,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,LTU,Lithuania,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,50.43571091,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,SWE,Sweden,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,8.732193947,,A,Normal value,,,0,Units,1,One
